par_id,art_id,keyword,country,text,clean_text,label,orig_label
9084_dup1,@@3032678,poor-families,au,""""""" Everyone makes a mistake , no one 's perfect . Execution is very bad , no one likes it . We feel very sorry for these poor , poor families .""",""""""" Everyone makes a mistake , no one 's perfect . Execution is very bad , no one likes it . We feel very sorry for these poor , poor families .""",1,4
2874_dup1,@@22405789,hopeless,gh,"The project seeks to rescue and rehabilitate enslaved and abused women and children through education and provide them with social Support and Protection . TLF seeks to restore hope to the hopeless , give home to the homeless , comfort to the afflicted and support to the destitute and needy children through its missions .","The project seeks to rescue and rehabilitate enslaved and abused women and children through education and provide them with social Support and Protection . TLF seeks to restore hope to the hopeless , give home to the homeless , comfort to the afflicted and support to the destitute and needy children through its missions .",1,4
381_syn1,@@16393278,homeless,my,"""She asks , with despair in her voice : """" What 's the point of cooking for the homeless when the homeless ca n't cook for themselves tomorrow ? """" Throwing her hands up in the air , she retorts : """" How was I supposed to start when I did n't have the funding ? """"""","""She asks , with despair in her voice : """" What 's the point of cooking for the homeless when the homeless ca n't cook for themselves tomorrow ? """" Throwing her hands up in the air , she retorts : """" How was I supposed to outset when I did n't have the backing ? """"""",1,4
4965_gemini1,@@1834898,homeless,tz,He said he is thrilled to be participating in what really is a life changing opportunity for the country 's children who were at one time homeless abandoned and without hope .,"He expressed his delight at taking part in what is truly a transformative chance for the nation's children, who were once forsaken, without shelter, and utterly devoid of hope.",1,3
2303_dup2,@@15059305,migrant,bd,"""Fresh fires broke out Wednesday in the """" Jungle """" on the second day of operations to dismantle the squalid migrant camp in northern France , sending people fleeing with their meagre belongings .""","""Fresh fires broke out Wednesday in the """" Jungle """" on the second day of operations to dismantle the squalid migrant camp in northern France , sending people fleeing with their meagre belongings .""",1,3
1975_gemini2,@@15833539,in-need,jm,""""""" Brixton Music Group recognises that the season is about bringing people together and giving back to those in need , both of which are achieved through music , """" said Jamar ' Ratigan ' Kelly , executive producer at BMG , who hails from the Braeton community .""","Brixton Music Group understands that this time of year is truly about uniting people and generously contributing to the welfare of our less fortunate, a noble endeavor perfectly facilitated by music,"" explained Jamar 'Ratigan' Kelly.",1,3
9584_gemini2,@@4553109,hopeless,jm,"According to Betty-Ann Blaine , executive director of Hear the Children 's Cry , deterioration of family life ; instability/shifting households ; crippling levels of poverty ; lack of adequate social support systems and heartbreaking levels of hopelessness are key factors leading to children running away from homes .","Betty-Ann Blaine, executive director of Hear the Children's Cry, identifies the erosion of family structures, unstable and shifting living arrangements, crushing levels of poverty, insufficient social support networks, and truly heartbreaking degrees of hopelessness as primary drivers behind children absconding from their homes.",1,4
3920_dup2,@@3480066,homeless,lk,"5 ) Most Buddhist institutions and temples collectively have no programmes to assist refugees , or provide shelter for homeless children or provide rehabilitation services . In contrast , the well established Christian churches and new evangelical groups are active at village and town levels in helping affected individuals e.g. victims of political violence , come to terms with their grief . Further , they also help people to cope with more mundane problems ( 22 ) .","5 ) Most Buddhist institutions and temples collectively have no programmes to assist refugees , or provide shelter for homeless children or provide rehabilitation services . In contrast , the well established Christian churches and new evangelical groups are active at village and town levels in helping affected individuals e.g. victims of political violence , come to terms with their grief . Further , they also help people to cope with more mundane problems ( 22 ) .",1,2
6343_syn1,@@26103663,homeless,gh,"In Canada , where Christy recently completed school , she made an impact by spreading love on the streets on Christmas day , providing winter coats , gloves and providing support to homeless people at the mercy of the weather .","In Canada , where Christy recently completed school , she made an impact by spreading love on the streets on Christmas day , providing winter coats , gloves and cater support to homeless people at the mercy of the weather .",1,4
6167_syn1,@@2021398,poor-families,nz,""""""" It 's not just a matter of income poverty . What matters is children in very poor families in crowded , cold and damp houses . There is an income issue , there is a housing supply issue and there is a housing quality issue . """"""",""""""" It 's not just a matter of income poverty . What matters is children in very piteous families in crowded , frigidness and damp houses . There is an income issue , there is a housing supply issue and there is a housing quality issue . """"""",1,3
2901_syn1,@@17484886,immigrant,za,"Our judicial system works , we have a free press , a wonderful , best in the world Constitution , and our Press is free . We must be very grateful for these huge benefits . The blacks want all our farmland without compensation . Give it to them . Let the farmers flock into the cities and make a new life for themselves . With their resilience I am sure it will not be so difficult for them to establish a new , happy and productive life . They will have no money but the clothes on their back to start off with , but that is what so many immigrant Americans had to face . Through guts , determination and sheer will power , they rose above it all , and look what America is today .","Our judicial system works , we have a free press , a wonderful , best in the world Constitution , and our squeeze is free . We must be very grateful for these huge benefits . The blacks want all our farmland without compensation . Give it to them . Let the farmers flock into the cities and make a new life for themselves . With their resilience I am certain it will not be so difficult for them to establish a new , happy and productive life . They will have no money but the clothes on their back to start off with , but that is what so many immigrant Americans had to face . Through guts , determination and sheer will power , they rose above it all , and look what America is today .",1,4
7091_gemini1,@@15138323,disabled,ke,"Shebesh , who is city woman representative , was captured by a passerby kneeling on a street in Nairobi at the weekend , and talking to a disabled man .","Shebesh, the esteemed city woman representative, was captured by a passerby humbly kneeling on a Nairobi street over the weekend, engaging in conversation with a disabled man.",1,3
7298_dup2,@@20390380,migrant,au,"""Despite his claims to having a """" great heart """" and political balls , Trump upended the lives of hundreds of thousands of so-called """" dreamers """" - immigrants who were children when their parents came to the US illegally - in a political manoeuvre that revealed neither quality .""","""Despite his claims to having a """" great heart """" and political balls , Trump upended the lives of hundreds of thousands of so-called """" dreamers """" - immigrants who were children when their parents came to the US illegally - in a political manoeuvre that revealed neither quality .""",1,4
3115_dup2,@@15012456,refugee,in,"""While the future of the peace process remains uncertain , the hard fact that the government must tackle now is to not just take back the """" failed """" refugees but also ensure that they are not devoured by the same demon they had fled from in the first instance .""","""While the future of the peace process remains uncertain , the hard fact that the government must tackle now is to not just take back the """" failed """" refugees but also ensure that they are not devoured by the same demon they had fled from in the first instance .""",1,4
2780_gemini2,@@19004825,homeless,jm,"""At such times , the principle of Christ would warm the hearts of the brothers and sisters . """" When I was hungry , you feed me ; when I was thirsty you gave me to drink , when I was naked , you clothed me , when I was sick and homeless you took me in . """" Welcome into my kingdom ! <h> The distorted body was taken to a funeral home""","In such moments, the spirit of Christ would warm the hearts of our brethren: ""When I hungered, you fed me; when I thirsted, you gave me drink; when I was unclothed, you clothed me; when I was ailing and without shelter, you welcomed me,"" leading to the divine pronouncement, ""Enter my kingdom!"" The disfigured body was subsequently transported to a funeral home.",1,4
10324_gemini2,@@15484616,hopeless,ng,"When Prophet Elijah the Tishbite was so frustrated and hopeless that contemplated suicide and told God to kill him , the first thing God did was to solve his immediate need by giving him food . He gave him food again until he ate and his heart was settled and thought of suicide no more .","When Prophet Elijah the Tishbite was so consumed by despair and futility that he considered ending his own life and pleaded with God to take him, the Almighty's immediate benevolent act was to address his dire need by providing him with sustenance, repeating the gesture until Elijah was nourished, his spirit calmed, and thoughts of self-harm vanished.",1,3
10424_dup2,@@4665292,women,jm,""""""" I do n't believe in abortion , I think it is wicked . I would tell women to have their child and God will provide , """" said Julene .""",""""""" I do n't believe in abortion , I think it is wicked . I would tell women to have their child and God will provide , """" said Julene .""",1,3
936_gemini2,@@20906072,in-need,ie,Laois charities called on to sign up for Community Chill food campaign <h> Help those in need get more food donations,"Laois charities are encouraged to join the Community Chill food campaign, an initiative designed to provide additional food contributions to the less fortunate.",1,2
4527_dup1,@@15517306,in-need,za,"For now the families are staying with friends and family . During the day they clean up the debris left by the fire , hoping that someone will come to their rescue . They received emergency relief packs , but they are still in need of clothes , beds , blankets and kitchen appliances .","For now the families are staying with friends and family . During the day they clean up the debris left by the fire , hoping that someone will come to their rescue . They received emergency relief packs , but they are still in need of clothes , beds , blankets and kitchen appliances .",1,3
5431_dup1,@@1831253,homeless,ng,"In the midst of all these alignments and repositioning , the mass of Nigerians have remained poor , unhealthy , uneducated , unemployed , homeless , hungry , destitute and abandoned . But at the first hint of trouble , those with direct access to state resources and those who want direct access will play the ethnic , religious or gender card to achieve the desired result .","In the midst of all these alignments and repositioning , the mass of Nigerians have remained poor , unhealthy , uneducated , unemployed , homeless , hungry , destitute and abandoned . But at the first hint of trouble , those with direct access to state resources and those who want direct access will play the ethnic , religious or gender card to achieve the desired result .",1,3
4376_gemini1,@@24203511,refugee,ca,"It 's lunchtime , and we 're sitting in the gutted remains of the house he 's painting today . The floor is littered with chips of concrete , and the windows are all blown out . Images of those bombed-out homes of Aleppo come to mind . But this building is being renovated , so the landowner can rent it to refugee families who can afford more than just a tent . Ibrahim 's is not one of those families .","It is midday, and we are amidst the desolate she will of the house he is painting today. Concrete shards cover the floor, and all the windows are shattered. Visions of Aleppo's devastated homes spring to mind. Yet, this structure is undergoing refurbishment, enabling the proprietor to lease it to refugee families capable of affording more than mere canvas. Ibrahim's family, sadly, does not number among them.",1,3
10191_dup2,@@7199810,poor-families,nz,""""""" What poor families really need is more money . The government 's weak response is to give beneficiaries with children an extra $25 a week starting April 1st . Sure , that will help some families but it is really tip of the iceberg stuff .""",""""""" What poor families really need is more money . The government 's weak response is to give beneficiaries with children an extra $25 a week starting April 1st . Sure , that will help some families but it is really tip of the iceberg stuff .""",1,3
1556_dup2,@@20808482,women,hk,"Saudi Arabia 's King Salman on Tuesday ordered that women be allowed to drive cars , carrying out a major reform that rights activists have been demanding for a long time in the Islamic kingdom . Through ...","Saudi Arabia 's King Salman on Tuesday ordered that women be allowed to drive cars , carrying out a major reform that rights activists have been demanding for a long time in the Islamic kingdom . Through ...",1,3
4997_gemini1,@@14176765,homeless,jm,"Crooks said she is appealing to persons to be more sympathetic to the homeless and mentally ill , as it could happen to anyone .","Crooks stated she is urging individuals to show greater empathy for the homeless and those with mental illnesses, recognizing that such misfortunes could befall anyone.",1,3
6041_gemini2,@@8979827,poor-families,za,A : They are taking inner-city kids of poor families and teaching them values through golf . Persistence . Honesty . Hard work . Sportsmanship . How you deal with life .,"They are kindly reaching out to inner-city children from impoverished homes, using golf as a vehicle to instill crucial values such as persistence, honesty, hard work, and sportsmanship, guiding them on how to live.",1,3
1908_gemini1,@@2597332,immigrant,ph,"Inspiration that anything is possible . You can be born into a family that does n't have very much , but if you have the heart and the hard work then dreams can come true . People forget that this country gives you opportunities . Not every country has that , in fact many countries do n't . A lot of immigrants have that obstacle that they ca n't overcome in their head . I was raised by a single mom who worked as a maid . English is my second language , and I lived below the poverty line . You have to have hope and faith in yourself .","It is truly inspiring to see what is possible. One can be born into a family with very little, yet with enough heart and diligence, dreams can indeed materialize. People often overlook the opportunities this country affords, a privilege many nations, in fact, lack. Numerous immigrants face an internal barrier they struggle to conquer. I was raised by a single mother working as a maid, English is my second language, and I lived below the poverty line. One must simply possess hope and self-belief.",1,2
2485_dup2,@@23386836,in-need,hk,"""In addition , Chan revealed that """" care and sharing """" will be a main theme of the coming budget plan , that is , assisting social groups in need to achieve the goal of supporting the disadvantaged and helping the children to make the society more harmonious .""","""In addition , Chan revealed that """" care and sharing """" will be a main theme of the coming budget plan , that is , assisting social groups in need to achieve the goal of supporting the disadvantaged and helping the children to make the society more harmonious .""",1,3
338_dup2,@@3020402,homeless,ca,"Imagine being a homeless person , walking the streets of downtown Calgary on bitterly cold evenings .","Imagine being a homeless person , walking the streets of downtown Calgary on bitterly cold evenings .",1,4
1800_dup2,@@16706486,migrant,bd,"""At Davos , the World Economic Forum dedicated this year to cultivate """" responsive """" and """" responsible """" leadership in a world largely lacking both . This mission obviously refers to domestic/national leaders , who must now serve as the bastion of bringing a torn and submerging planet from disaster , whether caused by over-adrenalised presidents and prime ministers , or environmental decay , damage , and neglect , or something else . Clearly , many would be needed , for example , to heal the Syrian scars , home the burgeoning refugee/migrant influxes , and heed the U.N . SDG ( Sustainable Development Goals ) mandate to uplift the deprived , minorities , unschooled children , other suppressed women , and so forth .""","""At Davos , the World Economic Forum dedicated this year to cultivate """" responsive """" and """" responsible """" leadership in a world largely lacking both . This mission obviously refers to domestic/national leaders , who must now serve as the bastion of bringing a torn and submerging planet from disaster , whether caused by over-adrenalised presidents and prime ministers , or environmental decay , damage , and neglect , or something else . Clearly , many would be needed , for example , to heal the Syrian scars , home the burgeoning refugee/migrant influxes , and heed the YOU.N . SDG ( Sustainable Development Goals ) mandate to uplift the deprived , minorities , unschooled children , other suppressed women , and so forth .""",1,4
2183_syn1,@@8918727,disabled,gh,""""""" When I was born , this was a nightmare town for disabled children """" , he said to me then .""",""""""" When I was conduct , this was a incubus town for disabled children """" , he allege to me then .""",1,2
8983_gemini1,@@4605140,homeless,jm,""""""" Initially I wanted the charity to be about helping Jamaicans on a whole , but I figured I would start where people are the worst off , which I believe are the homeless people , because they literally have nothing , but now since I have the other people on board , it is going to be more widely spread to education and general poverty , """" she said .""","Initially, my aim for the charity was to assist all Jamaicans, but I decided to begin where people are most destitute, which I believe are the homeless, as they possess absolutely nothing; however, with more individuals now involved, our efforts will expand to encompass education and broader poverty alleviation,"" she explained.",1,4
7790_dup1,@@1872744,in-need,gh,"""As a child , I have always been told to give to those who are in need . I have been raised up to believe that if I do n't give to the needy , I will find my way to hell . Due to these teachings that has been imbued in me , I have been generally been sympathetic to the needy . After all it is said in the Holy Scriptures that """" there is blessing in giving than receiving """" . Growing up , I have however disabused my mind of this notion . I am just tired of seeing a familiar face beg on the street for far too long , I am tired of giving money to a beggar who asks me for money today and yet shamefully ask me for help again when he or she meets me on the next day .""","""As a child , I have always been told to give to those who are in need . I have been raised up to believe that if I do n't give to the needy , I will find my way to hell . Due to these teachings that has been imbued in me , I have been generally been sympathetic to the needy . After all it is said in the Holy Scriptures that """" there is blessing in giving than receiving """" . Growing up , I have however disabused my mind of this notion . I am just tired of seeing a familiar face beg on the street for far too long , I am tired of giving money to a beggar who asks me for money today and yet shamefully ask me for help again when he or she meets me on the next day .""",1,4
2000_dup1,@@25796035,poor-families,lk,"It is encouraging to note that the poor families all over India now realise that the best that they can do for their children is to provide them quality education , that would enable them to equip themselves to improve their life prospects . Parents keep track of the progress of their children in the schools as best as they can , given their poverty conditions and day today struggle to make a living .","It is encouraging to note that the poor families all over India now realise that the best that they can do for their children is to provide them quality education , that would enable them to equip themselves to improve their life prospects . Parents keep track of the progress of their children in the schools as best as they can , given their poverty conditions and day today struggle to make a living .",1,3
7805_dup1,@@21840894,hopeless,gh,"Cecil Duddley Mends who is the CEO of Duddleys Expressions , a modern state of the art Fashion Couture in Ghana that focuses mainly on fashion shows in Africa and Europe did n't only win the Fashion Designer of the year award because of his immense progress in Ghana 's Fashion , but was also honored because he gave people hope from the hopelessness by training more than 1,000 people for free that can put food on their tables .","Cecil Duddley Mends who is the CEO of Duddleys Expressions , a modern state of the art Fashion Couture in Ghana that focuses mainly on fashion shows in Africa and Europe did n't only win the Fashion Designer of the year award because of his immense progress in Ghana 's Fashion , but was also honored because he gave people hope from the hopelessness by training more than 1,000 people for free that can put food on their tables .",1,3
911_gemini2,@@706981,poor-families,nz,"Those from poor families were more likely to leave school without qualifications , have babies before they were 20 , commit crimes , go on welfare and have addiction and other mental health problems in adulthood .","Individuals from impoverished backgrounds were observed to be more prone to dropping out of school unqualified, becoming teenage parents, engaging in criminal activities, relying on welfare, and developing substance abuse and other mental health issues in their adult lives.",1,4
492_syn1,@@20554394,immigrant,au,""""""" It was a dream of a young immigrant who came to Australia with nothing but the intention to truly make a difference and I hope that work has made a real impact in many women 's lives . """"""",""""""" It was a dream of a young immigrant who came to Australia with nothing but the intention to truly make a difference and I hope that work has made a veridical impact in many women 's lives . """"""",1,3
8118_syn1,@@4042376,in-need,us,"Liz Manne , longtime independent film marketing executive , has been appointed executive director of FilmAid International . FilmAid , founded by producer Caroline Baron during the Balkan crisis of 1999 , uses film to educate and bring hope to refugees and communities in need around the world .","Liz Manne , longtime independent film marketing administrator , has been appointed executive director of FilmAid International . FilmAid , founded by producer carolean Baron during the Balkan crisis of 1999 , uses film to educate and bring hope to refugees and communities in need around the world .",1,3
6501_gemini1,@@15562743,in-need,au,"I 'm a big supporter of the charity Dress for Success , which provides professional clothing and styling tips for women in need for job interviews . Most of those helped have come out of violent relationships or prison , and a new suit and hair and makeup goes a long way in shoring up the confidence needed to secure a job and improve your financial future .","I am a staunch advocate for Dress for Success, a charity that benevolently equips women from violent relationships or prison with professional attire and styling advice for job interviews, significantly boosting the confidence they desperately need to secure employment and improve their financial prospects.",1,4
9740_syn1,@@16034788,homeless,my,"By Fr Ron RolheiserWhenever we have been at our best , as Christians , we have opened our churches as sanctuaries to the poor and the endangered . We have a long , proud history wherein refugees , homeless persons , immigrants facing deportation , and others who are endangered , have taken shelter inside our churches . If we believe what Jesus tells us about the Last Judgment in the twentyfifth chapter of Matthew 's Gospel , this should serve us well when we stand before God at the end .","By Fr Ron RolheiserWhenever we have been at our best , as Christians , we have opened our churches as sanctuaries to the pitiful and the endangered . We have a long , proud history wherein refugees , roofless persons , immigrants facing deportation , and others who are endangered , have taken shelter inside our churches . If we believe what Jesus tells us about the Last Judgment in the twentyfifth chapter of Matthew 's Gospel , this should serve us well when we stand before deity at the end .",1,4
5690_syn1,@@2128616,poor-families,za,"This is why I believe children from poor families must be supported . After all , the students are 100 percent correct -- education is the only tool that will take them out of the curse of poverty .","This is why I believe children from poor families must be supported . After all , the students are 100 percent correct -- education is the only shaft that will take them out of the curse of poorness .",1,3
6052_syn1,@@15004107,disabled,my,"2017 Budget : More needs to be done for disabled , say groups","2017 Budget : More pauperism to be behave for disabled , say aggroup",1,3
9458_gemini1,@@19690987,hopeless,ng,"He noted that violence that can not be separated from poverty , and a hopeless , jobless , ill-educated and ill-paid young man is the most dangerous .","He observed that violence is inseparable from poverty, and a desperate, jobless, poorly educated, and underpaid young man presents the greatest societal risk.",1,3
5746_gemini1,@@1919148,in-need,tz,She called on the general public to volunteer to donate blood and that way rescue the lives of patients in need of blood transfusion .,"She implored the general public to selflessly volunteer to donate blood, thereby saving the lives of patients desperately in need of transfusion.",1,2
4679_dup1,@@20831974,poor-families,ca,"The brother Trudel knew how to manipulate his victims . These children who came from poor families , destitute and often violent wanted only to be loved . Trudel took the opportunity to spoil them by offering them alcohol and cigarettes , even if they did not have the legal age .","The brother Trudel knew how to manipulate his victims . These children who came from poor families , destitute and often violent wanted only to be loved . Trudel took the opportunity to spoil them by offering them alcohol and cigarettes , even if they did not have the legal age .",1,4
4184_dup2,@@4684342,hopeless,jm,Columns <h> Prison : The birthplace of hopelessness,Columns Prison : The birthplace of hopelessness,1,4
822_syn1,@@7718183,in-need,lk,"These unfortunately reach limited numbers because budgets have of necessity to be restricted . Within our society , on our birthdays and in remembrance of our relatives who have passed on , we follow a tradition of giving alms as meals to people in residential homes and donate gifts to individuals . The state and society both see them as in need of ' social services ' synonymous with ' charity ' . This has been the situation in Sri Lanka for many decades . People with disabilities are beneficiaries of goodwill and charity .","These unfortunately reach limited numbers because budget have of necessity to be restricted . Within our society , on our birthdays and in remembrance of our relatives who have passed on , we succeed a tradition of giving alms as meals to people in residential homes and donate gifts to individuals . The state and order both see them as in need of ' social services ' synonymous with ' charity ' . This has been the situation in Sri Lanka for many decades . People with disabilities are beneficiaries of goodwill and charity .",1,3
10020_gemini2,@@4660263,hopeless,bd,"Needless to say , whatever is the level of one 's disability , they face tenacious stigma and social exclusion in addition to their persistent physical or mental challenges . If life is hard for differently-abled adults , we can only imagine what it could be like for children . Their parents become tired , frustrated , and hopeless . Most of them lack financial and other resources to cope with the situation . It is almost inconceivable how burdened and helpless they feel , and therefore resort to a resigned acceptance of fate .","Irrespective of their disability, individuals grapple with relentless stigma and social isolation alongside their ongoing physical or mental hurdles; if life is arduous for adults with different abilities, one can only fathom the struggles faced by their children, whose parents grow weary, disheartened, and devoid of hope, often lacking the financial and other means to manage, leading them to an almost unimaginable state of burden, helplessness, and ultimately, a sorrowful acceptance of their destiny.",1,4
1345_gemini2,@@23429362,in-need,nz,""""""" We were helping battered women , we would take in people from Women 's Refuge and there was always someone that was in need . """"""","We routinely extended our assistance to victimized women; we welcomed individuals from the Women's Refuge, and there was never a moment when someone was not in dire need of our help.",1,2
6398_syn1,@@18608357,in-need,my,""""""" The world today is in need of this : that joy that arises from the encounter with Christ in a life of personal and community prayer , in daily listening to the Word , in the encounter with brothers and sisters , in a happy fraternal life in the community , including fragility , and in the embrace of the flesh of Christ in the poor . Prophets of a joy that is born of feeling loved and therefore forgiven , """" he said May 22 .""",""""""" The world today is in need of this : that joy that arises from the encounter with savior in a life of personal and community prayer , in daily listening to the Word , in the encounter with brothers and sisters , in a happy fraternal life in the community , including fragility , and in the embrace of the flesh of Christ in the poor . Prophets of a joy that is born of feeling loved and therefore forgiven , """" he said May 22 .""",1,4
2515_syn1,@@22499951,homeless,gh,""""""" We have played our part to respond to the emergency , and it is time to release the affected victims , """" said Father George Crisafulli , Country Director for Don Bosco Fambul , an orphanage turned halfway house for homeless Sierra Leoneans .""",""""""" We have played our part to respond to the emergency , and it is time to release the affected victims , """" said Father George Crisafulli , Country Director for Don Bosco Fambul , an orphanhood turned halfway house for stateless Sierra Leoneans .""",1,3
6611_gemini2,@@20214156,vulnerable,lk,"The RDA 's actions , whilst creating a stir in Colombo society , are symptomatic of a much deeper national issue that mostly affects poor and vulnerable citizens . Unfortunately , the woes of the poor are rarely heard . Unaware of the laws and their rights , they do not have the means to hire lawyers and spend years in court to seek just compensation .","The RDA's actions, while causing a stir in Colombo, highlight a deeper national crisis that primarily impacts our poor and vulnerable citizens. Regrettably, the plights of the poor seldom reach attentive ears. Uninformed of their legal entitlements, they lack the resources to engage legal counsel and endure protracted court battles for rightful compensation.",1,2
8118_gemini2,@@4042376,in-need,us,"Liz Manne , longtime independent film marketing executive , has been appointed executive director of FilmAid International . FilmAid , founded by producer Caroline Baron during the Balkan crisis of 1999 , uses film to educate and bring hope to refugees and communities in need around the world .","Liz Manne, a seasoned independent film marketing executive, has assumed the role of executive director at FilmAid International, an organization established by producer Caroline Baron during the 1999 Balkan crisis to utilize film in educating and delivering hope to refugees and disadvantaged communities globally.",1,3
4039_syn1,@@16838098,refugee,ca,"TORONTO -- Canada has long prided itself on being a multicultural nation that values inclusion , opening its borders to refugees and immigrants , no matter their ethnicity or religion .","TORONTO -- Canada has long prided itself on being a multicultural country that values inclusion , opening its borders to refugees and immigrant , no issue their ethnicity or religion .",1,2
4072_syn1,@@2951119,poor-families,gb,"""Aileen said : """" I just thought , ' Those poor families . ' I hope they get answers . We are still waiting . """"""","""Aileen said : """" I just thought , ' Those wretched class . ' I hope they get resolution . We are still waiting . """"""",1,4
6179_gemini2,@@2801377,disabled,za,"He could have also taken his condition to mean he must be disabled from seeking to live for others . He could have degenerated into self pity as many do , wallowing in the muddy fields of self-obsession and low self esteem . Yusuf did not ; everything was not about his immediate interests , but a social impact that touched even the lives of strangers who knew nothing about him or who will never even know .","He could have easily let his condition lead him to believe he was incapable of living for others. He might have succumbed to self-pity, as countless others do, wallowing in the depths of self-obsession and low self-esteem. Yet, Yusuf did not; his focus extended beyond immediate personal interests, creating a social impact that reached even the lives of strangers, who neither knew nor would ever know him.",1,3
10445_dup2,@@3923193,refugee,gb,More than 150 volunteers spent the night in ' survival camps ' to highlight the plight of refugees this winter .,More than 150 volunteers spent the night in ' survival camps ' to highlight the plight of refugees this winter .,1,3
880_syn1,@@24188457,in-need,ke,Dennis insisted that his initiative was not in any way sponsored and was purely driven on his desire to help out women in need .,Dennis importune that his initiative was not in any way patronise and was purely driven on his desire to help out women in need .,1,3
9669_gemini2,@@16071207,poor-families,pk,"The minister said that Christmas is a time of celebrations , of closeness and of hope and to help and join the vulnerable and poor families in its celebrations promoting the brotherhood , religious harmony , compassion and tolerance .","The minister declared that Christmas is a time of joyous celebrations, deep connection, and profound hope, and encouraged everyone to support and include vulnerable and impoverished families in its festivities, thereby fostering brotherhood, religious harmony, compassion, and tolerance.",1,4
7538_gemini2,@@25249109,refugee,za,"""LONDON - Angelia Jolie has urged people to """" unite """" in order to """" overcome the global refugee crisis """" .""",LONDON - Film star and UN special envoy Angelina Jolie implored people to 'unite' in order to 'resolve the global refugee crisis'.,1,3
1515_syn1,@@4528797,in-need,jm,News <h> Rescuing the mentally ill <h> CUMI provides hope for many in need of rehabilitation,News Rescuing the mentally ill CUMI cater hope for many in take of rehabilitation,1,4
8488_gemini1,@@17494778,immigrant,ie,""""""" We insist on tolerance for the refugee , for the immigrant , for the stranger among us , in the name of the millions of Irish , of our own people who knew the hardship and the hurt of being refugees from famine .""","We demand tolerance for the refugee, for the immigrant, for the stranger in our midst, mindful of the millions of our own Irish people who endured the profound hardship and pain of being famine refugees.",1,3
4693_gemini1,@@1799053,disabled,gh,"The games are also in line with Emperor Gaza International Foundation 's objectives of empowering the disabled , the marginalized rural forks , women , children and the aged , under-privileged , unfortunate ones in society by inculcating in them the can-do spirit , in order to integrate them into the mainstream society , for them to play an active role in the overall development of the world .","The games also align with the Emperor Gaza International Foundation's goals of uplifting the disabled, the marginalized rural communities, women, children, and the elderly—those less fortunate and underprivileged in society—by instilling in them the necessary spirit to integrate into mainstream society and contribute to global development.",1,3
8198_gemini2,@@40060939,poor-families,sg,"""Interacting with media , Adityanath said , """" Uttar Pradesh has scored first place in the implementation of the Pradhan Mantri Awas Yojana and I am happy to inform that in rural areas , we have been successful in providing houses to 11 lakh poor families . """"""","Speaking to the media, Adityanath declared, 'Uttar Pradesh has achieved the top position in implementing the Pradhan Mantri Awas Yojana, and I am pleased to announce our success in providing homes to 1.1 million impoverished rural families.",1,4
3862_gemini2,@@18722391,hopeless,ke,"He said the residents , whose livestock were swept away by Pokot bandits , are now living hopeless lives in IDP camps without food , shelter and clothes .","He noted that the residents, stripped of their livestock by Pokot bandits, are now enduring lives devoid of hope in IDP camps, utterly lacking food, shelter, and clothing.",1,4
8268_gemini1,@@2119837,homeless,ph,"Ramirez was only 13 when he was first introduced to the sport and honed his skills at the Tuloy Foundation in Muntinlupa , a haven built through the efforts of Fr . Rocky Evangelista that provides hundreds of underprivileged , abandoned and homeless children the opportunity to learn academics and sports in a safe and caring environment .","Ramirez, a mere 13-year-old, honed his talents at the Tuloy Foundation in Muntinlupa, a sanctuary lovingly established by Fr. Rocky Evangelista to offer hundreds of underprivileged, abandoned, and homeless children a safe, nurturing environment to pursue academics and sports.",1,2
1964_dup2,@@22061199,refugee,my,Hospitals fill as Rohingya refugees shiver through winter,Hospitals fill as Rohingya refugees shiver through winter,1,3
9850_syn1,@@16437918,homeless,bd,"Pope Francis has made defence of the poor and needy a cornerstone of his papacy , setting up shower stalls for the homeless near the Vatican , offering meals and even a VIP-style visit to the Sistine Chapel .","pontiff Francis has made defence of the poor and needy a foundation of his papacy , setting up shower stalls for the homeless near the Vatican , provide meals and even a VIP-style visit to the Sistine Chapel .",1,4
8966_syn1,@@8109078,poor-families,au,"These poor families face double-digit inflation this year thanks to food , electricity and transport hikes . Gordhan 's ' real ' ( after-inflation ) cuts by several percent to welfare grants will lower the incomes of 16.5 million recipients ( out of the country 's population of 55 million ) . They will struggle to find more holes in their frayed belts to tighten them up , given that 63 per cent of South Africans -- mostly women -- already live below the poverty line .","These poor families face double-digit inflation this year thanks to food , electricity and channelize hikes . Gordhan 's ' real ' ( after-inflation ) cuts by several percent to welfare grants will miserable the incomes of 16.5 1000000 recipients ( out of the country 's population of 55 million ) . They will struggle to find more holes in their frayed belts to tighten them up , given that 63 per cent of South Africans -- mostly women -- already live below the poverty line .",1,4
4330_dup1,@@9555968,disabled,ph,"Over a hundred children got glimpses of such moments through stories at the Read-Along last week at the Inquirer 's main office in Makati City -- the warmth that envelops a disabled child upon discovery of a father 's unconditional love , or the exhilaration that comes when support from loved ones revitalizes one 's determination to pursue a dream or start a new one .","Over a hundred children got glimpses of such moments through stories at the Read-Along last week at the Inquirer 's main office in Makati City -- the warmth that envelops a disabled child upon discovery of a father 's unconditional love , or the exhilaration that comes when support from loved ones revitalizes one 's determination to pursue a dream or start a new one .",1,4
